RefID,SampleID,Sample Name,LaboratoryCode,Locality,Country,Latitude,Longitude,Easting,Northing,Zone,Elevation (m),Depth (m),Mineral,Lithology,Geological_Environment,U (ppm),±,Th (ppm),±,Sm (ppm),±,He (nmol/g),±,Th/U,eU (ppm),Calculated Age (Ma),±,Corrected Age (Ma) [5-15% or 4/3],±,U (ng),±,Th (ng),±,Sm (ng),±,He (ncc),±,He (ncc/g),±,U (nmol),±,Th (nmol),±,Sm (nmol),±,He (nmol),±,U (nmol/g),±,Th (nmol/g),±,Sm (nmol/g),±,He (nmol/g),±,Notes
#10,#10-0001,G82-R11a,,"Rober River Channel Iron deposit, Hamersley Province",Australia,21°44'27.23?S ,116°15'13.46?E,422829.572,7595665.5,50 K,,,Goethite-cortex,"detrital weathered BIF, clays, and organic material (wood fragments)",Channel Iron Deposits,,,,,,,,,3.70,0.04,14.30,0.50,14.30,0.50,0.020,,0.074,,,,0.066,,,,,,,,,,,,,,,,,,,,Extraction Temperature: 500 °C
#10,#10-0002,G82-R11b,,"Rober River Channel Iron deposit, Hamersley Province",Australia,21°44'27.23?S ,116°15'13.46?E,422829.572,7595665.5,50 K,,,Goethite-cortex,"detrital weathered BIF, clays, and organic material (wood fragments)",Channel Iron Deposits,,,,,,,,,1.87,0.11,9.60,0.20,9.60,0.20,0.077,,0.144,,,,0.131,,,,,,,,,,,,,,,,,,,,Extraction Temperature: 500 °C
#10,#10-0003,G82-R11c,,"Rober River Channel Iron deposit, Hamersley Province",Australia,21°44'27.23?S ,116°15'13.46?E,422829.572,7595665.5,50 K,,,Goethite-cortex,"detrital weathered BIF, clays, and organic material (wood fragments)",Channel Iron Deposits,,,,,,,,,2.09,0.08,12.00,0.30,12.00,0.30,0.056,,0.117,,,,0.122,,,,,,,,,,,,,,,,,,,,Extraction Temperature: 500 °C
#10,#10-0004,G82-R12a,,"Rober River Channel Iron deposit, Hamersley Province",Australia,21°44'27.23?S ,116°15'13.46?E,422829.572,7595665.5,50 K,,,Goethite-cortex,"detrital weathered BIF, clays, and organic material (wood fragments)",Channel Iron Deposits,,,,,,,,,2.45,0.05,13.00,0.40,13.00,0.40,0.031,,0.076,,,,0.078,,,,,,,,,,,,,,,,,,,,Extraction Temperature: 500 °C
#10,#10-0005,G82-R12b,,"Rober River Channel Iron deposit, Hamersley Province",Australia,21°44'27.23?S ,116°15'13.46?E,422829.572,7595665.5,50 K,,,Goethite-cortex,"detrital weathered BIF, clays, and organic material (wood fragments)",Channel Iron Deposits,,,,,,,,,3.07,0.02,10.40,0.50,10.40,0.50,0.014,,0.043,,,,0.031,,,,,,,,,,,,,,,,,,,,Extraction Temperature: 500 °C
#10,#10-0006,G82-R12c,,"Rober River Channel Iron deposit, Hamersley Province",Australia,21°44'27.23?S ,116°15'13.46?E,422829.572,7595665.5,50 K,,,Goethite-cortex,"detrital weathered BIF, clays, and organic material (wood fragments)",Channel Iron Deposits,,,,,,,,,2.58,0.04,11.00,0.40,11.00,0.40,0.026,,0.067,,,,0.056,,,,,,,,,,,,,,,,,,,,Extraction Temperature: 500 °C
#10,#10-0007,G82-R14,,"Rober River Channel Iron deposit, Hamersley Province",Australia,21°44'27.23?S ,116°15'13.46?E,422829.572,7595665.5,50 K,,,Goethite-cortex,"detrital weathered BIF, clays, and organic material (wood fragments)",Channel Iron Deposits,,,,,,,,,2.37,0.05,11.20,0.30,11.20,0.30,0.035,,0.083,,,,0.075,,,,,,,,,,,,,,,,,,,,Extraction Temperature: 500 °C
#10,#10-0008,G82-R15,,"Rober River Channel Iron deposit, Hamersley Province",Australia,21°44'27.23?S ,116°15'13.46?E,422829.572,7595665.5,50 K,,,Goethite-cortex,"detrital weathered BIF, clays, and organic material (wood fragments)",Channel Iron Deposits,,,,,,,,,1.77,0.05,10.20,0.30,10.20,0.30,0.035,,0.062,,,,0.061,,,,,,,,,,,,,,,,,,,,Extraction Temperature: 500 °C
#10,#10-0009,G82-R16,,"Rober River Channel Iron deposit, Hamersley Province",Australia,21°44'27.23?S ,116°15'13.46?E,422829.572,7595665.5,50 K,,,Goethite-cortex,"detrital weathered BIF, clays, and organic material (wood fragments)",Channel Iron Deposits,,,,,,,,,1.80,0.04,13.00,0.40,13.00,0.40,0.025,,0.045,,,,0.056,,,,,,,,,,,,,,,,,,,,Extraction Temperature: 500 °C
#10,#10-0010,G82-R17,,"Rober River Channel Iron deposit, Hamersley Province",Australia,21°44'27.23?S ,116°15'13.46?E,422829.572,7595665.5,50 K,,,Goethite-cortex,"detrital weathered BIF, clays, and organic material (wood fragments)",Channel Iron Deposits,,,,,,,,,2.09,0.07,11.90,0.40,11.90,0.40,0.044,,0.092,,,,0.095,,,,,,,,,,,,,,,,,,,,Extraction Temperature: 500 °C
#10,#10-0011,G82-R18,,"Rober River Channel Iron deposit, Hamersley Province",Australia,21°44'27.23?S ,116°15'13.46?E,422829.572,7595665.5,50 K,,,Goethite-cortex,"detrital weathered BIF, clays, and organic material (wood fragments)",Channel Iron Deposits,,,,,,,,,3.69,0.07,16.50,0.50,16.50,0.50,0.035,,0.129,,,,0.130,,,,,,,,,,,,,,,,,,,,Extraction Temperature: 500 °C
#10,#10-0012,G82-R20,,"Rober River Channel Iron deposit, Hamersley Province",Australia,21°44'27.23?S ,116°15'13.46?E,422829.572,7595665.5,50 K,,,Goethite-cortex,"detrital weathered BIF, clays, and organic material (wood fragments)",Channel Iron Deposits,,,,,,,,,2.09,0.08,11.60,0.30,11.60,0.30,0.057,,0.119,,,,0.121,,,,,,,,,,,,,,,,,,,,Extraction Temperature: 500 °C
#10,#10-0013,G82-R21,,"Rober River Channel Iron deposit, Hamersley Province",Australia,21°44'27.23?S ,116°15'13.46?E,422829.572,7595665.5,50 K,,,Goethite-cortex,"detrital weathered BIF, clays, and organic material (wood fragments)",Channel Iron Deposits,,,,,,,,,2.50,0.03,11.90,0.70,11.90,0.70,0.018,,0.045,,,,0.042,,,,,,,,,,,,,,,,,,,,Extraction Temperature: 500 °C
#10,#10-0014,G328-R11a,,"Rober River Channel Iron deposit, Hamersley Province",Australia,21°44'27.23?S ,116°15'13.46?E,422829.572,7595665.5,50 K,,,Goethite-cortex,"detrital weathered BIF, clays, and organic material (wood fragments)",Channel Iron Deposits,,,,,,,,,3.03,0.06,12.10,0.40,12.10,0.40,0.036,,0.109,,,,0.091,,,,,,,,,,,,,,,,,,,,Extraction Temperature: 500 °C
#10,#10-0015,G328-R11b,,"Rober River Channel Iron deposit, Hamersley Province",Australia,21°44'27.23?S ,116°15'13.46?E,422829.572,7595665.5,50 K,,,Goethite-cortex,"detrital weathered BIF, clays, and organic material (wood fragments)",Channel Iron Deposits,,,,,,,,,3.41,0.07,12.90,0.40,12.90,0.40,0.039,,0.133,,,,0.111,,,,,,,,,,,,,,,,,,,,Extraction Temperature: 500 °C
#10,#10-0016,G328-R12a,,"Rober River Channel Iron deposit, Hamersley Province",Australia,21°44'27.23?S ,116°15'13.46?E,422829.572,7595665.5,50 K,,,Goethite-cortex,"detrital weathered BIF, clays, and organic material (wood fragments)",Channel Iron Deposits,,,,,,,,,1.61,0.06,8.20,0.30,8.20,0.30,0.041,,0.066,,,,0.056,,,,,,,,,,,,,,,,,,,,Extraction Temperature: 500 °C
