RefID,SampleID,Sample Name,LaboratoryCode,Locality,Country,Latitude,Longitude,Easting,Northing,Zone,Elevation (m),Depth (m),Mineral,Lithology,Weathering_Environment,U (ppm),±,Th (ppm),±,Sm (ppm),±,He (nmol/g),±,Th/U,eU (ppm),Calculated Age (Ma),±,Corrected Age (Ma) [5-15% or 4/3],±,U (ng),±,Th (ng),±,Sm (ng),±,He (ncc),±,He (ncc/g),±,U (nmol),±,Th (nmol),±,Sm (nmol),±,He (nmol),±,U (nmol/g),±,Th (nmol/g),±,Sm (nmol/g),±,He (nmol/g),±,Notes
#33,#33-0001,RP1-3c.A, 16FZZ,"Espinhaço Mountain Range, Minas Gerais",Brazil,"18°14'18.05"" S","43°19'53"" W",676424.889,7982640.166,23K,1654,,goethite,hematite-phyllite,Karst,4.58,0.13,50.59,1.29,8.3,0.79,0.95,0.02,11.05,16.47,10.6,0.15,11.66,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
#33,#33-0002,RP1-3c.A, 16GBF,"Espinhaço Mountain Range, Minas Gerais",Brazil,"18°14'18.05"" S","43°19'53"" W",676424.889,7982640.166,23K,1654,,goethite,hematite-phyllite,Karst,4.87,0.23,55.02,2.67,7.6,0.92,0.99,0.01,11.3,17.8,10.23,0.28,11.25,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
#33,#33-0003,RP1-3c.A, 16GBN,"Espinhaço Mountain Range, Minas Gerais",Brazil,"18°14'18.05"" S","43°19'53"" W",676424.889,7982640.166,23K,1654,,goethite,hematite-phyllite,Karst,5,0.1,42.19,0.85,6.24,0.42,0.88,0.03,8.44,14.91,10.82,0.12,11.9,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
#33,#33-0004,RP1-3c.T2, 16GBO,"Espinhaço Mountain Range, Minas Gerais",Brazil,"18°14'18.05"" S","43°19'53"" W",676424.889,7982640.166,23K,1654,,goethite,hematite-phyllite,Karst,1.14,0.06,23.2,1.1,1.56,0.2,0.55,0.01,20.35,6.59,15.21,0.38,16.73,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
#33,#33-0005,RP1-3c.T2, 16GBV,"Espinhaço Mountain Range, Minas Gerais",Brazil,"18°14'18.05"" S","43°19'53"" W",676424.889,7982640.166,23K,1654,,goethite,hematite-phyllite,Karst,,,459.83,15.73,69.02,5.14,9.74,0.14,,108.06,16.62,0.31,18.28,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
#33,#33-0006,RP1-3c.T2, 16GCC,"Espinhaço Mountain Range, Minas Gerais",Brazil,"18°14'18.05"" S","43°19'53"" W",676424.889,7982640.166,23K,1654,,goethite,hematite-phyllite,Karst,5.33,0.13,51.3,1.29,5.77,0.4,0.94,0.02,9.62,17.39,9.91,0.12,10.9,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
#33,#33-0007,RP3b, 16FZW,"Espinhaço Mountain Range, Minas Gerais",Brazil,"18°14'27.24"" S","43°18'50.8"" W",678249.541,7982340.861,23K,1637,,goethite,hematite-phyllite,Karst,0.29,0.01,8.75,0.25,0.07,0.03,0.01,0,30.17,2.35,1.16,0.03,1.27,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
#33,#33-0008,RP3b, 16GBB,"Espinhaço Mountain Range, Minas Gerais",Brazil,"18°14'27.24"" S","43°18'50.8"" W",678249.541,7982340.861,23K,1637,,goethite,hematite-phyllite,Karst,0.45,0.02,10.29,0.25,0.1,0.02,0.04,0,22.87,2.87,2.43,0.04,2.67,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
#33,#33-0009,RP3b, 16GBG,"Espinhaço Mountain Range, Minas Gerais",Brazil,"18°14'27.24"" S","43°18'50.8"" W",678249.541,7982340.861,23K,1637,,goethite,hematite-phyllite,Karst,0.81,0.03,21.49,0.91,0.23,0.09,0.12,0,26.53,5.86,3.84,0.1,4.22,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
#33,#33-0010,RP3b, 16FZX,"Espinhaço Mountain Range, Minas Gerais",Brazil,"18°14'27.24"" S","43°18'50.8"" W",678249.541,7982340.861,23K,1637,,goethite,hematite-phyllite,Karst,1.45,0.03,38.02,0.91,0.57,0.06,0.28,0.01,26.22,10.38,4.88,0.1,5.37,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
#33,#33-0011,RP3b, 16GBD,"Espinhaço Mountain Range, Minas Gerais",Brazil,"18°14'27.24"" S","43°18'50.8"" W",678249.541,7982340.861,23K,1637,,goethite,hematite-phyllite,Karst,1.14,0.06,23.2,1.1,1.56,0.2,0.2,0,20.35,6.59,5.54,0.14,6.09,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
#33,#33-0012,RP3b, 16GBH,"Espinhaço Mountain Range, Minas Gerais",Brazil,"18°14'27.24"" S","43°18'50.8"" W",678249.541,7982340.861,23K,1637,,goethite,hematite-phyllite,Karst,0.87,0.04,22.32,0.95,1.67,0.18,0.19,0,25.66,6.12,5.79,0.14,6.37,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
#33,#33-0013,RP3a, 16FZY,"Espinhaço Mountain Range, Minas Gerais",Brazil,"18°14'27.24"" S","43°18'50.8"" W",678249.541,7982340.861,23K,1637,,goethite,hematite-phyllite,Karst,5.04,0.16,43.59,1.4,3.11,0.46,0.59,0.01,8.65,15.28,7.05,0.13,7.76,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
#33,#33-0014,RP3a, 16GBE,"Espinhaço Mountain Range, Minas Gerais",Brazil,"18°14'27.24"" S","43°18'50.8"" W",678249.541,7982340.861,23K,1637,,goethite,hematite-phyllite,Karst,5.1,0.18,29.74,1.01,2.36,0.35,0.52,0.01,5.83,12.09,7.95,0.11,8.75,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
#33,#33-0015,PB3-1.T1, 16GBU,"Espinhaço Mountain Range, Minas Gerais",Brazil,"18°11'55.44""S","43°36'7.65"" W",647827.944,7987263.904,23K,1421,,goethite,hematite-phyllite,Karst,4.04,0.07,18.06,0.27,0.76,0.05,0.06,0.01,4.47,8.28,1.31,0.02,1.45,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
