RefID,SampleID,Sample Name,LaboratoryCode,Locality,Country,Latitude,Longitude,Easting,Northing,Zone,Elevation (m),Depth (m),Mineral,Lithology,Weathering_Environment,U (ppm),±,Th (ppm),±,Sm (ppm),±,He (nmol/g),±,Th/U,eU (ppm),Calculated Age (Ma),±,Corrected Age (Ma) [5-15% or 4/3],±,U (ng),±,Th (ng),±,Sm (ng),±,He (ncc),±,He (ncc/g),±,U (nmol),±,Th (nmol),±,Sm (nmol),±,He (nmol),±,U (nmol/g),±,Th (nmol/g),±,Sm (nmol/g),±,He (nmol/g),±,Notes
#30,#30-0001,BWG09B_A1,,Brownsberg Nature Reserve,Suriname,4°57'.40''N,  55°11'25.90''W,700636.019,547423.092,21N,420,,goethite,"metamorphized sedimentalry rocks, basalts, and other intermediate to felsic volcanic rocks",Lateritized igneous rocks,1.18,,19.2,,0.2,,0.11,,16.27,5.69,3.5,,3.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,He correction: 5%
#30,#30-0002,BWG09B_A2,,Brownsberg Nature Reserve,Suriname,4°57'.40''N,  55°11'25.90''W,700636.019,547423.092,21N,420,,goethite,"metamorphized sedimentalry rocks, basalts, and other intermediate to felsic volcanic rocks",Lateritized igneous rocks,1.14,,23.43,,0.2,,0.11,,20.55,6.65,3.1,,3.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,He correction: 5%
#30,#30-0003,BWG09B_A3,,Brownsberg Nature Reserve,Suriname,4°57'.40''N,  55°11'25.90''W,700636.019,547423.092,21N,420,,goethite,"metamorphized sedimentalry rocks, basalts, and other intermediate to felsic volcanic rocks",Lateritized igneous rocks,1.14,,23.06,,0.3,,0.12,,20.23,6.56,3.4,,3.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,He correction: 5%
#30,#30-0004,BWG09B_A4,,Brownsberg Nature Reserve,Suriname,4°57'.40''N,  55°11'25.90''W,700636.019,547423.092,21N,420,,goethite,"metamorphized sedimentalry rocks, basalts, and other intermediate to felsic volcanic rocks",Lateritized igneous rocks,1.48,,21.08,,0.3,,0.09,,14.24,6.43,2.5,,2.6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,He correction: 5%
#30,#30-0005,BWG09B_A5,,Brownsberg Nature Reserve,Suriname,4°57'.40''N,  55°11'25.90''W,700636.019,547423.092,21N,420,,goethite,"metamorphized sedimentalry rocks, basalts, and other intermediate to felsic volcanic rocks",Lateritized igneous rocks,2.23,,24.57,,0.3,,0.09,,11.02,8,2.1,,2.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,He correction: 5%
#30,#30-0006,BWG09B_B11,,Brownsberg Nature Reserve,Suriname,4°57'.40''N,  55°11'25.90''W,700636.019,547423.092,21N,420,,goethite,"metamorphized sedimentalry rocks, basalts, and other intermediate to felsic volcanic rocks",Lateritized igneous rocks,2.16,,13.66,,0.1,,0.08,,6.32,5.37,2.6,,2.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,He correction: 5%
#30,#30-0007,BWG09B_B12,,Brownsberg Nature Reserve,Suriname,4°57'.40''N,  55°11'25.90''W,700636.019,547423.092,21N,420,,goethite,"metamorphized sedimentalry rocks, basalts, and other intermediate to felsic volcanic rocks",Lateritized igneous rocks,2.18,,11.88,,0.1,,0.07,,5.45,4.97,2.5,,2.6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,He correction: 5%
#30,#30-0008,BWG09B_B13,,Brownsberg Nature Reserve,Suriname,4°57'.40''N,  55°11'25.90''W,700636.019,547423.092,21N,420,,goethite,"metamorphized sedimentalry rocks, basalts, and other intermediate to felsic volcanic rocks",Lateritized igneous rocks,2.51,,9.71,,0.1,,0.07,,3.87,4.79,2.6,,2.7,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,He correction: 5%
#30,#30-0009,BWG09B_B14,,Brownsberg Nature Reserve,Suriname,4°57'.40''N,  55°11'25.90''W,700636.019,547423.092,21N,420,,goethite,"metamorphized sedimentalry rocks, basalts, and other intermediate to felsic volcanic rocks",Lateritized igneous rocks,0.77,,11.07,,2.8,,0.05,,14.38,3.37,2.5,,2.6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,He correction: 5%
#30,#30-0010,BWG09B_B15,,Brownsberg Nature Reserve,Suriname,4°57'.40''N,  55°11'25.90''W,700636.019,547423.092,21N,420,,goethite,"metamorphized sedimentalry rocks, basalts, and other intermediate to felsic volcanic rocks",Lateritized igneous rocks,2.33,,10.97,,0.1,,0.05,,4.71,4.91,2,,2.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,He correction: 5%
