RefID,SampleID,Sample Name,LaboratoryCode,Locality,Country,Latitude,Longitude,Easting,Northing,Zone,Elevation (m),Depth (m),Mineral,Lithology,Weathering_Environment,U (ppm),±,Th (ppm),±,Sm (ppm),±,He (nmol/g),±,Th/U,eU (ppm),Calculated Age (Ma),±,Corrected Age (Ma) [5-15% or 4/3],±,U (ng),±,Th (ng),±,Sm (ng),±,He (ncc),±,He (ncc/g),±,U (nmol),±,Th (nmol),±,Sm (nmol),±,He (nmol),±,U (nmol/g),±,Th (nmol/g),±,Sm (nmol/g),±,He (nmol/g),±,Notes
#01,#01-0001,BAH-F124-111.2-(a)-6,,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",547753.2594,9333503.265,22 M,650,80,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,28.24,,0.14,,,,6.44,,0.005,28.27,41.71,0.47,46.09,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,4He/3He analysis
#01,#01-0002,BAH-F124-111.2-(a)-7,,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",547753.2594,9333503.265,22 M,650,80,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,59.67,,0.2,,,,13.54,,0.003,59.72,41.56,0.47,45.92,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,4He/3He analysis
#01,#01-0003,BAH-F124-111.2-(b)-1,,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",547753.2594,9333503.265,22 M,650,80,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,77.69,,0.02,,,,17.45,,0,77.69,41.17,0.45,45.49,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,4He/3He analysis
#01,#01-0004,BAH-F124-111.2-(b)-2,,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",547753.2594,9333503.265,22 M,650,80,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,96.97,,0.05,,,,22.88,,0.001,96.98,43.24,0.48,47.78,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,4He/3He analysis
#01,#01-0005,BAH-F124-111.2-(b)-3,,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",547753.2594,9333503.265,22 M,650,80,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,103.44,,0.05,,,,24.66,,0.001,103.45,43.68,0.48,48.27,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,4He/3He analysis
#01,#01-0006,BAH-F124-111.2-(b)-4,,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",547753.2594,9333503.265,22 M,650,80,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,70.29,,0.02,,,,17.02,,0,70.29,44.36,0.49,49.02,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,4He/3He analysis
#01,#01-0007,BAH-F124-114-(a)-1,,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",547753.2594,9333503.265,22 M,650,80,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,149.53,,0.05,,,,7.85,,0,149.54,9.65,0.11,11,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,4He/3He analysis
#01,#01-0008,BAH-F124-114-(a)-2,,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",547753.2594,9333503.265,22 M,650,80,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,152.79,,0.03,,,,8.33,,0,152.8,10.03,0.11,11.43,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,4He/3He analysis
#01,#01-0009,BAH-F124-114-(a)-3,,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",547753.2594,9333503.265,22 M,650,80,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,120.3,,0,,,,7.63,,0,120.3,11.67,0.12,13.3,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,4He/3He analysis
#01,#01-0010,BAH-F124-114-(a)-4,,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",547753.2594,9333503.265,22 M,650,80,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,156.17,,0,,,,8.56,,0,156.17,10.08,0.11,11.49,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,4He/3He analysis
